TIC ID,Notes,Planet Radius (Earth Radii),Period (days),Transit Duration (Hours),Signal Detection Efficiency (SDE),Classification,Observed Sectors [String],N Sectors Observed,dist,ra,dec,eclat,eclong,Teff,logg,M_star,R_star,rho,Tmag,Vmag,Gmag,rmag,imag,Zmag,Hmag,Kmag
157555417,,,,,,,Sector 26,1.0,34.0143,275.004937758846,17.6538549025184,40.9833537127812,276.322502573739,3351.0,4.87736,0.336,0.331,7.93509,11.7661,14.7,13.0193,,,,9.628,9.364
417171780,,,,,,,Sector 23,1.0,28.8095,204.026013719666,26.7930245873318,33.9272978789679,190.706178886898,3275.0,4.94063,0.291,0.295,11.0927,12.0004,14.62,13.3058,14.1821,12.7417,12.2339,9.79,9.509
179006947,,,,,,,Sector 11,1.0,25.0382,210.207261290779,-41.1650711197237,-26.9524665173946,223.124634641443,3133.0,4.97171,0.178,0.208,13.0849,12.068,15.01,13.462,,,,9.712,9.447
318277378,,,,,,,Sector  7,1.0,26.2702,109.427715528463,-10.0806710092378,-32.0006085948029,112.715956814882,2841.0,5.19676,0.108,0.16,40.5461,14.1553,18.23,15.7624,,,,11.475,11.155
273946593,,,,,,,Sector 12,1.0,45.5987,237.153579124745,-50.7571625193371,-29.9442228950786,246.672989573894,3369.0,4.8344,0.198,0.223,6.36032,12.0959,15.29,13.3478,,,,9.912,9.66
158319116,,,,,,,"Sector 14, Sector 26",2.0,21.6388,286.803012490936,44.2687183348046,65.9375123420356,300.510484579774,3121.0,5.02898,0.145,0.185,17.6666,12.2566,15.23,13.6571,,,,9.855,9.559
284233323,,,,,,,Sector  7,1.0,35.5474,108.753679900884,1.49500732830336,-20.6460338529646,110.087105905112,3325.0,4.87239,0.317,0.315,7.73189,11.826,14.343,13.0931,,,,9.672,9.42
389431803,,,,,,,Sector 23,1.0,47.6238,187.124754155124,9.63966313984444,11.6699322319097,182.667657271407,3308.0,4.82717,0.326,0.322,6.13252,12.173,14.74,13.4577,,,,9.97,9.698
262605041,,,,,,,Sector  8,1.0,93.4642,132.351527401715,1.77206645715643,-15.3939895086427,134.299738978185,3308.0,4.76962,0.188865,0.219711,4.63019,13.1885,15.36,14.4786,15.1103,14.0775,12.9861,11.005,10.728
1448766,,,,,,,Sector  5,1.0,28.0558,74.9882878192031,-33.8140393445758,-56.0773406966682,67.3178716022444,2882.0,5.17677,0.126,0.172,36.8344,14.1053,17.87,15.6641,,,,11.526,11.153
22750743,,,,,,,Sector 18,1.0,9.96887,38.4048975257598,24.9271369518081,9.35790638206155,43.9269585581082,3194.0,4.9953,0.203,0.227,14.8208,10.197,12.978,11.54,14.1594,10.9195,10.3196,7.913,7.627
279370312,,,,,,,"Sector  3, Sector  4",2.0,21.7033,35.8500401208989,-23.3068545420292,-35.237084324683,24.2995990005099,3238.0,4.95476,0.231,0.248,11.9587,11.5255,14.239,12.8476,,,,9.309,9.005
219875976,,,,,,,"Sector 14, Sector 15, Sector 16, Sector 17, Sector 18, Sector 19, Sector 20, Sector 21, Sector 23, Sector 24, Sector 25, Sector 26",12.0,54.7045,260.350214127452,67.5497347349734,86.1147096542687,160.858669717915,3444.0,4.84899,,0.375993996858597,6.85076,12.4896,15.02,13.6849,16.024,13.1338,12.5936,10.414,10.17
219860288,,,,,,,"Sector 15, Sector 16, Sector 17, Sector 18, Sector 19, Sector 20, Sector 21, Sector 22, Sector 23, Sector 24, Sector 25, Sector 26",12.0,41.2758,257.746405394471,71.8713911069849,83.1624794084199,123.689424732069,3281.0,4.90415,,0.32,9.13724,12.4251,14.972,13.7291,14.567,12.9659,12.1517,10.246,9.999
