TIC ID,Notes,Planet Radius (Earth Radii),Period (days),Transit Duration (Hours),Signal Detection Efficiency (SDE),Classification,Observed Sectors [String],N Sectors Observed,dist,ra,dec,eclat,eclong,Teff,logg,M_star,R_star,rho,Tmag,Vmag,Gmag,rmag,imag,Zmag,Hmag,Kmag
85262898,,,,,,,Sector 26,1.0,14.8029,275.868060995279,28.1677600716485,51.437833872244,278.313341565944,3321.0,4.86667,0.304,0.305,7.50509,10.0245,12.49,11.3533,,,,7.74,7.472
440955956,,,,,,,Sector 11,1.0,27.9931,225.805184122355,-28.6704957927793,-10.9500524936715,231.4663996469,2916.0,5.10319,0.136,0.179,25.727,13.539,17.04,15.0752,,,,10.981,10.64
88098880,,,,,,,Sector 21,1.0,31.8823,148.490856700165,22.6131414861449,9.25732340551112,142.882479747322,2952.0,5.13684,0.109,0.161,30.3577,14.0065,17.91,15.5153,,,,11.458,11.153
365949661,,,,,,,"Sector 14, Sector 20, Sector 21",3.0,24.7798,181.174809722194,76.0617644419452,63.1804911273283,122.26022745511,2877.0,5.17474,0.11,0.161,36.4767,13.8593,17.74,15.4309,,,,11.244,10.869
408093716,,,,,,,"Sector 16, Sector 17, Sector 24",3.0,25.0711,326.287811774632,61.7958867263778,65.9078681985541,15.6158495390831,3438.0,4.87617,0.287,0.291,7.88568,11.0037,13.84,12.1947,,,,8.931,8.692
129740457,,,,,,,Sector  3,1.0,31.2888,35.2346682101679,-37.437409755742,-47.7271574649378,15.3870653199281,3091.0,4.95191,0.157,0.194,11.7788,12.494,15.0,13.9162,,,,10.071,9.777
219751364,,,,,,,"Sector 14, Sector 15, Sector 16, Sector 17, Sector 18, Sector 19, Sector 20, Sector 22, Sector 23, Sector 24, Sector 25, Sector 26",12.0,29.1571,261.166430358854,61.797436623124,83.8884546851223,227.02607829525,3383.0,4.82451,0.277,0.283,6.05129,10.9919,13.385,12.2181,,,,8.856,8.612
18910251,,,,,,,Sector 22,1.0,27.6181,180.823851817917,38.8797975307862,35.4748483322159,162.903468943646,3259.0,4.94821,0.208,0.23,11.5493,12.037,15.15,13.3722,,,,9.762,9.477
369387082,,,,,,,"Sector 19, Sector 25",2.0,37.3401,51.6871287056828,71.1414672420249,50.1162391339299,71.7895934293321,3251.0,4.93429,0.135,0.178,10.7244,12.5612,15.196,13.8818,,,,10.268,10.022
415783664,,,,,,,Sector 10,1.0,28.8838,184.658139986489,-20.4021277194904,-16.8318126909036,192.581912293519,3133.0,5.00813,0.173,0.205,15.852,12.6916,15.94,14.0881,,,,10.293,10.033
